Name | Description | Default Value | Flags
sv_enable_delta_packing | When enabled, this allows for entity packing to use the property changes for building up the data. This is many times faster, but can be disabled for error checking. | true | release
sv_enable_donttransmit | When encoding entity deltas, instead of unreliably deducing explicit deletions, actually send list of existing but not networked entities (dont_transmit list) to each client. | true | devonly
sv_enable_removearrayelementsoutsidemetadatabounds |  | false | release
sv_ents_write_alarm | Print callstack every time CNetworkGameServerBase::WriteEntityUpdate takes more than this amount of milliseconds | 0 | release
sv_extra_client_connect_time | Seconds after client connect during which extra frames are buffered to prevent non-delta'd update | 15 | devonly
sv_filterban | Set packet filtering by IP mode | 1 | devonly
sv_fps_max | Dedicated server frame rate limiter. 0=tick rate. Only applies to the dedicated server. | 0 | devonly, hidden
sv_gameinstructor_disable | Force all clients to disable their game instructors. | false | cl, rep, release
sv_gameinstructor_enable | Force all clients to enable their game instructors. | false | cl, rep, release
sv_hibernate_postgame_delay | # of seconds to wait after final client leaves before hibernating. | 5 | release
sv_hibernate_when_empty | Puts the server into extremely low CPU usage mode when no clients connected | true | release
sv_hosting_lobby |  | false | devonly, rep
sv_hoststate_quit_syscall | When enabled, game server will quit immediately via syscall instead of running host states shutdown sequence | false | release
sv_instancebaselines | Enable instanced baselines. Saves network overhead. | true | devonly
sv_lan | Server is a lan server ( no heartbeat, no authentication, no non-class C addresses ) | false | release
sv_listen_directudp | Server will listen for direct UDP connections on the configured port.  This can be turned off to only listen for P2P/SDR connections. | true | release
sv_log_onefile | Log server information to only one file. | false | a, release
sv_logbans | Log server bans in the server logs. | false | a, release
sv_logblocks | If true when log when a query is blocked (can cause very large log files) | false | release
sv_logecho | Echo log information to the console. | true | a, release
sv_logfile | Log server information in the log file. | false | a, release
sv_logflush | Flush the log file to disk on each write (slow). | false | a, release
sv_logsdir | Folder in the game directory where server logs will be stored. | logs | a, release
sv_long_frame_ms | If a server frame takes longer than N ms, complain about it.  (Dedicated server only.)  See also engine_frametime_warnings_enable. | 0 | devonly
sv_max_queries_sec | Maximum queries per second to respond to from a single IP address. | 3 | release
sv_max_queries_sec_global | Maximum queries per second to respond to from anywhere. | 60 | release
sv_max_queries_window | Window over which to average queries per second averages. | 30 | release
sv_max_unreliable_delta_size | Maximum allowable entity delta size over unreliable delivery. | 4096 | devonly
sv_maxclientframes |  | 128 | devonly
sv_maxrate | Max bandwidth rate allowed on server, 0 == unlimited | 0 | rep, release
sv_maxreplay | Maximum replay time in seconds | 0 | devonly
sv_memlimit | If set, whenever a game ends, if the total memory used by the server is greater than this # of megabytes, the server will exit. | 0 | cheat, release
sv_merge_changes_after_tick_with_calcdelta | This fixes bugs where pure calcdelta is used due to recipient changing but it doesn't pick up a field change where the value was changed back to same value as the from snapshot even though the destination fields change list does note the change. Set to 2 to spew any changes merged in by this fix. | 1 | release
sv_minrate | Min bandwidth rate allowed on server, 0 == unlimited | 98304 | rep, release
sv_mmqueue_reservation | Server queue reservation |  | devonly, norecord
sv_mmqueue_reservation_extended_timeout | Extended time in seconds before mmqueue reservation expires. | 21 | devonly
sv_mmqueue_reservation_timeout | Time in seconds before mmqueue reservation expires. | 21 | devonly
sv_networkvar_perfieldtracking | Track individual field offset changes, rather than a single dirty flag for the whole entity. | true | release
sv_networkvar_validate | Validate each StateChanged against known offsets. | false | release
sv_outofpvsentityupdates |  | false | devonly
sv_parallel_packentities | Set to 1 to use threaded snapshot sending on listen servers, 2 for dedicated servers. | 2 | release
sv_parallel_prepare_client_updates |  | false | devonly
sv_parallel_sendsnapshot | 0: run all send jobs on main thread; 1: send jobs run asynchronously (except on dedicated server); 2: send jobs asynchronously; 3: send jobs run in parallel but block to not overlap the next tick; 4: main server clients' send jobs run in parallel, then HLTV server jobs; this approximately matches pre-async profile for a single HLTV server configuration | 2 | release
sv_password | Server password for entry into multiplayer games |  | prot, nf, norecord, release
sv_pausable | Is the server pausable. | 0 | release
sv_pausable_dev | Whether listen server is pausable when running -dev and playing solo against bots | true | devonly
sv_pausable_dev_ds | Whether dedicated server is pausable when running -dev and playing solo against bots | false | devonly
sv_pause_on_console_open | 1 = Pause the game when pressing ~ to open the console. CTRL+~ opens the console without pause. | false | a
sv_pvs_max_distance | if set, adds a maximum range to PVS/PAS checks | 0 | rep, release
sv_rcon_banpenalty | Number of minutes to ban users who fail rcon authentication | 0 | devonly
sv_rcon_log | Enable/disable rcon logging. | true | devonly
sv_rcon_maxfailures | Max number of times a user can fail rcon authentication before being banned | 10 | devonly
sv_rcon_minfailuretime | Number of seconds to track failed rcon authentications | 30 | devonly
sv_recipients_check | When packing entities, check that recipient bits match for fast path packing. | true | release
sv_recvbuf_messages | Max number of messages that can be queued in a netchan receive buffer for an ordinary connection from a client. | 1024 | devonly
sv_region | The region of the world to report this server in. | -1 | release
sv_replay_group_id | The replay group that this server will be uploading files to | 0 | release
sv_replaysdir | Directory to store replays in | replays | devonly
sv_reserve_slots_for_reconnecting_players_kick_prior | Kick a previously connected player with the same steamID if a replacement comes along | true | devonly
sv_search_key |  |  | release
sv_sendtables | Force full sendtable sending path. | 1 | devonly
sv_shutdown_immediately_on_request | The server will always shutdown on receiving the shutdown request, even if not hibernating | false | devonly
sv_skel_constraints_enable |  | false | rep, cheat
sv_snapshot_unlimited | For debugging, don't throw away old snapshots so that if you break in debugger (on remote client or server) it won't require an uncompressed update to resume.  You may run out of memory of course... | false | rep, release
sv_stats | Collect CPU usage stats | true | devonly
sv_steamauth_enforce | By default, player must maintain a reliable connection to Steam servers. When player Steam session drops, enforce it: 2 = instantly kick, 1 = kick at next spawn, 0 = do not kick. | 2 | release
sv_steamauth_ignore_localhost | Ignore VAC and auth errors for client connected via localhost address or in-engine loopback | true | release
sv_steamgroup | The ID of the steam group that this server belongs to. You can find your group's ID on the admin profile page in the steam community. |  | nf, release
sv_steamgroup_exclusive | If set, only members of Steam group will be able to join the server when it's empty, public people will be able to join the server only if it has players. | false | release
sv_stressbots | If set to 1, the server calculates data and fills packets to bots. Used for perf testing. | false | release
sv_tags | Server tags. Used to provide extra information to clients when they're browsing for servers. Separate tags with a comma. |  | nf, release
sv_temp_baseline_string_table_buffer_size | Buffer size for writing string table baselines | 524288 | devonly
sv_tick_parallel_with_client | Runs the final server tick of the frame in parallel with client work | false | devonly
sv_tick_snapshot_sort_entities |  | true | devonly
sv_timeout | After this many seconds without a message from fully connected client, the client is dropped | 20 | devonly
sv_unlockedchapters | Highest unlocked game chapter. | 1 | a
sv_unpause_on_console_close | 1 = Unpause the game when pressing ~ to close the console. 0 = Leave the game paused. | false | a
sv_usenetworkvars | Use networkvar system. | true | devonly
sv_visiblemaxplayers | Overrides the max players reported to prospective clients | -1 | release
sv_voicecodec | Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension. | vaudio_speex | release
sv_voiceenable |  | true | a, nf, release
sys_minidumpexpandedspew |  | true | devonly
sys_minidumpspewlines | Lines of crash dump console spew to keep. | 2000 | release
team_chat_auto_join | Auto-join Team Chat when joining a match. Will be overridden by any party settings. | false | cl, a, release
team_chat_hold_join_time |  | 1 | devonly, cl
testscript_debug | Debug test scripts. | false | devonly
thread_pool_option | Thread pool option | -1 | hidden, release
timedemo_end | Ends timedemo on given tick. | -1 | devonly
timedemo_start | Starts timedemo on given tick. | -1 | devonly
toast_manager_override_duration |  | -1 | devonly, cl
tools_stall_monitor_break_on_unknown_cause | Break on unknown stall cause | false | devonly
tv_advertise_watchable | GOTV advertises the match as watchable via game UI, clients watching via UI will not need to type password | false | prot, nf, norecord, release
tv_autorecord | Automatically records all games as SourceTV demos. | false | release
tv_autoretry | Relay proxies retry connection after network timeout | true | release
tv_broadcast | Automatically broadcasts all games as GOTV demos through Steam. | false | release
tv_broadcast1 | Automatically broadcasts all games as GOTV\[1\] demos through Steam. | false | release
tv_broadcast_drop_fragments | Drop every Nth fragment | 0 | hidden, release
tv_broadcast_keyframe_interval | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast relay server | 3 | release
tv_broadcast_keyframe_interval1 | The frequency, in seconds, of sending keyframes and delta fragments to the broadcast1 relay server | 3 | release
tv_broadcast_max_requests | Max number of broadcast http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped. | 20 | release
tv_broadcast_max_requests1 | Max number of broadcast1 http requests in flight. If there is a network issue, the requests may start piling up, degrading server performance. If more than the specified number of requests are in flight, the new requests are dropped. | 20 | release
tv_broadcast_origin_auth | X-Origin-Auth header of the broadcast POSTs | gocastauth | hidden, release
tv_broadcast_origin_auth1 | X-Origin-Auth header of the broadcast1 POSTs | gocastauth | hidden, release
tv_broadcast_origin_delay | Injection delay request for CDN rebroadcast frameworks, seconds | 0 | hidden, release
tv_broadcast_spew_threshold | The threshold, in seconds, that we'll spew about the snapshot tick | 0.1 | release
tv_broadcast_startup_resend_interval | The interval, in seconds, of re-sending startup data to the broadcast relay server (useful in case relay crashes, restarts or startup data http request fails) | 10 | release
tv_broadcast_terminate | Terminate every broadcast with a stop command | true | hidden, release
tv_broadcast_url | URL of the broadcast relay | http://localhost:8080 | release
tv_broadcast_url1 | URL of the broadcast relay1 | http://localhost:8080 | release
tv_chatgroupsize | Set the default chat group size | 0 | release
tv_chattimelimit | Limits spectators to chat only every n seconds | 0.2 | release
tv_debug | SourceTV debug info. | 0 | release
tv_deltacache | Enable delta entity bit stream cache | 2 | release
tv_demo_starttick |  | 0 | devonly
tv_dispatchmode | Dispatch clients to relay proxies: 0=never, 1=if appropriate, 2=always | 1 | release
tv_enable | Activates SourceTV on server. | false | nf, release
tv_enable1 | Activates SourceTV\[1\] on server. | false | nf, release
tv_enable_delta_frames | Indicates whether or not the tv should use delta frames for storage of intermediate frames. This takes more CPU but significantly less memory. | true | release
